@format:idx,R,R,P,P,P,P,tmin,tmax,rate
@common:user_Auv,user_alb,user_xi,user_AuvAv,user_rbinscale,user_rscale,user_Gstar,user_Auv_star,user_Gcomp,user_Auv_comp
7776,AlCl2,HCl,AlCl3,H,,,5.00e+02,4.00e+03,1.20e-14 * (Tgas / 3.0e2)**(3.10) * exp(-3031.00 / Tgas)
7777,AlHCl,HCl,AlHCl2,H,,,5.00e+02,4.00e+03,1.31e-14 * (Tgas / 3.0e2)**(3.02) * exp(-2117.00 / Tgas)
7778,AlCl2,H2,AlHCl2,H,,,5.00e+02,4.00e+03,1.50e-13 * (Tgas / 3.0e2)**(2.93) * exp(-9058.00 / Tgas)
7779,Al,HCO,CO,AlH,,,1.00e+03,4.00e+03,2.32e-14 * exp(-2870.00 / Tgas)
7780,AlOH,H,Al,H2O,,,7.00e+02,2.00e+03,4.31e-11 * exp(-9457.00 / Tgas)
7781,AlOH,H,AlO,H2,,,7.00e+02,2.00e+03,8.89e-11 * exp(-9092.00 / Tgas)
7782,AlCl,Cl,Al,Cl2,,,3.00e+02,1.00e+03,6.08e-11 * exp(-9170.00 / Tgas)
7783,AlO,O,Al,O2,,,3.00e+02,2.00e+03,1.93e-11 * (Tgas / 3.0e2)**(-0.50) * exp(-1200.00 / Tgas)
7784,AlOH,HCl,AlCl,H2O,,,1.00e+02,2.00e+03,1.59e-14 * (Tgas / 3.0e2)**(2.10) * exp(-152.00 / Tgas)
7785,AlO,HCl,AlCl,OH,,,1.00e+02,2.00e+03,3.10e-10 * exp(-1116.00 / Tgas)
7786,AlCl,H,Al,HCl,,,2.00e+02,3.00e+03,1.00e-10 * exp(-9959.00 / Tgas)
7787,AlCl,H,AlH,Cl,,,2.00e+02,3.00e+03,8.20e-12 * (Tgas / 3.0e2)**(0.36) * exp(-25738.00 / Tgas)
7788,AlCl,OH,AlOH,Cl,,,2.00e+02,3.00e+03,6.35e-09 * (Tgas / 3.0e2)**(0.17)
7789,AlCl,OH,AlO,HCl,,,1.00e+01,2.00e+03,3.95e-10 * exp(-11.30 / Tgas)
7790,AlCl,H2O,AlOH,HCl,,,1.00e+02,2.00e+03,3.66e-14 * (Tgas / 3.0e2)**(2.10) * exp(-2710.00 / Tgas)
7791,Al,HF,AlF,H,,,2.00e+02,3.00e+03,4.96e-10 * (Tgas / 3.0e2)**(0.17)
7792,Al,HF,AlH,F,,,2.00e+02,3.00e+03,6.34e-10 * (Tgas / 3.0e2)**(0.57) * exp(-31487.80 / Tgas)
7793,AlOH,HF,AlF,H2O,,,1.00e+02,2.00e+03,1.30e-11 * exp(-483.00 / Tgas)
7794,AlO,HF,AlF,OH,,,1.00e+01,3.99e+02,1.03e-09 * (Tgas / 3.0e2)**(-0.16)
7795,AlF,H,Al,HF,,,2.00e+02,3.00e+03,1.79e-10 * (Tgas / 3.0e2)**(0.02) * exp(-12303.00 / Tgas)
7796,AlF,OH,AlO,HF,,,1.00e+02,2.00e+03,4.50e-10 * exp(-4147.00 / Tgas)
7797,AlF,H2O,AlOH,HF,,,1.00e+02,2.00e+03,8.10e-10 * exp(-7242.00 / Tgas)
7798,ClO,ClO,O2,Cl2,,,2.60e+02,3.90e+02,1.01e-12 * exp(-1590.00 / Tgas)
7799,AlO,H2,AlOH,H,,,4.00e+02,2.00e+03,5.37e-13 * (Tgas / 3.0e2)**(2.77) * exp(-2190.00 / Tgas)
7800,AlO,CO2,AlO2,CO,,,2.00e+02,3.00e+03,1.81e-10 * (Tgas / 3.0e2)**(-0.81) * exp(-18138.20 / Tgas)
7801,AlO2,CO,AlO,CO2,,,2.00e+02,3.00e+03,2.55e-12 * (Tgas / 3.0e2)**(0.17)
7802,AlO,O2,AlO2,O,,,2.00e+02,3.00e+03,3.54e-11 * (Tgas / 3.0e2)**(0.19) * exp(-13140.00 / Tgas)
7803,AlO2,O,AlO,O2,,,2.00e+02,3.00e+03,1.90e-10 * (Tgas / 3.0e2)**(0.17)
7804,AlO,AlO,Al2O,O,,,2.00e+02,3.00e+03,1.42e-09 * (Tgas / 3.0e2)**(0.17)
7805,Al2O,O,AlO,AlO,,,2.00e+02,3.00e+03,1.42e-09 * (Tgas / 3.0e2)**(0.17) * exp(-8447.40 / Tgas)
7806,AlOH,AlOH,Al2O,H2O,,,2.00e+02,3.00e+03,9.85e-10 * (Tgas / 3.0e2)**(0.17)
7807,Al2O,H2O,AlOH,AlOH,,,2.00e+02,3.00e+03,9.85e-10 * (Tgas / 3.0e2)**(0.17) * exp(-3593.20 / Tgas)
7808,AlO,AlOH,Al2O,OH,,,2.00e+02,3.00e+03,1.00e-09 * (Tgas / 3.0e2)**(0.17)
7809,Al2O,OH,AlO,AlOH,,,2.00e+02,3.00e+03,1.00e-09 * (Tgas / 3.0e2)**(0.17) * exp(-1727.30 / Tgas)
7810,AlOH,AlOH,Al2O2,H2,,,2.00e+02,3.00e+03,9.80e-10 * (Tgas / 3.0e2)**(0.17)
7811,Al2O2,H2,AlOH,AlOH,,,2.00e+02,3.00e+03,9.80e-10 * (Tgas / 3.0e2)**(0.17) * exp(-2524.60 / Tgas)
7812,AlO,AlOH,Al2O2,H,,,2.00e+02,3.00e+03,1.00e-09 * (Tgas / 3.0e2)**(0.17)
7813,Al2O2,H,AlO,AlOH,,,2.00e+02,3.00e+03,1.00e-09 * (Tgas / 3.0e2)**(0.17) * exp(-7926.30 / Tgas)
7814,Al2O,O2,Al2O2,O,,,2.00e+02,3.00e+03,8.11e-12 * (Tgas / 3.0e2)**(1.69) * exp(-1965.80 / Tgas)
7815,Al2O2,O,Al2O,O2,,,2.00e+02,3.00e+03,7.46e-10 * (Tgas / 3.0e2)**(0.17)
7816,Al2O,H2O,Al2O2,H2,,,2.00e+02,3.00e+03,5.90e-11 * (Tgas / 3.0e2)**(1.37) * exp(-1391.50 / Tgas)
7817,Al2O2,H2,Al2O,H2O,,,2.00e+02,3.00e+03,1.20e-11 * exp(-17285.00 / Tgas)
7818,Al2O,OH,Al2O2,H,,,2.00e+02,3.00e+03,5.69e-10 * (Tgas / 3.0e2)**(0.17)
7819,Al2O2,H,Al2O,OH,,,2.00e+02,3.00e+03,1.86e-07 * (Tgas / 3.0e2)**(-1.55) * exp(-6310.90 / Tgas)
7820,Al2O2,H2O,Al2O3,H2,,,2.00e+02,3.00e+03,1.78e-09 * (Tgas / 3.0e2)**(0.77) * exp(-11797.10 / Tgas)
7821,Al2O3,H2,Al2O2,H2O,,,2.00e+02,3.00e+03,1.52e-09 * (Tgas / 3.0e2)**(0.17)
7822,Al2O2,OH,Al2O3,H,,,2.00e+02,3.00e+03,2.57e-11 * (Tgas / 3.0e2)**(1.78) * exp(-1977.40 / Tgas)
7823,Al2O3,H,Al2O2,OH,,,2.00e+02,3.00e+03,1.13e-09 * (Tgas / 3.0e2)**(0.17)
7824,AlO2,AlOH,Al2O3,H,,,2.00e+02,3.00e+03,1.24e-09 * (Tgas / 3.0e2)**(0.17)
7825,Al2O3,H,AlO2,AlOH,,,2.00e+02,3.00e+03,1.24e-09 * (Tgas / 3.0e2)**(0.17) * exp(-8714.80 / Tgas)
7826,AlO,H2O,AlOH,OH,,,3.00e+02,1.68e+03,3.89e-10 * exp(-1295.00 / Tgas)
7827,AlOH,OH,AlO,H2O,,,2.00e+02,3.00e+03,6.05e-10 * (Tgas / 3.0e2)**(0.17)
7828,H,HF,F,H2,,,6.50e+02,7.00e+03,8.37e-11 * (Tgas / 3.0e2)**(0.60) * exp(-16357.00 / Tgas)
7829,AlH,F,Al,HF,,,2.00e+02,3.00e+03,3.92e-10 * (Tgas / 3.0e2)**(0.17)
7830,AlO,Cl,AlCl,O,,,2.00e+02,3.00e+03,6.79e-12 * (Tgas / 3.0e2)**(0.50)
7831,AlCl,O,AlO,Cl,,,2.00e+02,3.00e+03,3.18e-12 * (Tgas / 3.0e2)**(0.48) * exp(-1833.50 / Tgas)
7832,AlOH,Cl,AlCl,OH,,,2.00e+02,3.00e+03,6.90e-09 * (Tgas / 3.0e2)**(-0.79) * exp(-5043.70 / Tgas)
7833,AlOH,Cl,AlO,HCl,,,2.00e+02,3.00e+03,4.65e-09 * (Tgas / 3.0e2)**(-0.74) * exp(-6143.90 / Tgas)
7834,AlO,HCl,AlOH,Cl,,,2.00e+02,3.00e+03,7.45e-10 * (Tgas / 3.0e2)**(0.17)
7835,AlO,OH,AlOH,O,,,2.00e+02,3.00e+03,3.00e-12
7836,AlOH,O,AlO,OH,,,2.00e+02,3.00e+03,1.50e-11 * (Tgas / 3.0e2)**(-0.97) * exp(-6861.80 / Tgas)
7837,Al,OH,AlO,H,,,2.00e+02,3.00e+03,1.40e-10 * exp(-9640.00 / Tgas)
7838,AlO,H,Al,OH,,,2.00e+02,3.00e+03,7.35e-11 * (Tgas / 3.0e2)**(-0.14) * exp(-17406.30 / Tgas)
7839,Ca,OH,CaO,H,,,1.00e+01,3.50e+03,3.60e-10 * exp(-4785.00 / Tgas)
7840,Ca,H2O,CaO,H2,,,1.00e+01,3.50e+03,1.70e-09 * exp(-8749.00 / Tgas)
7841,Ca,H2O,CaOH,H,,,1.00e+01,3.50e+03,1.90e-09 * exp(-19110.00 / Tgas)
7842,Ca,CO2,CaO,CO,,,1.00e+01,3.50e+03,3.20e-09 * exp(-14907.00 / Tgas)
7843,Ca,O2,CaO,O,,,1.00e+01,3.50e+03,7.30e-09 * exp(-11028.00 / Tgas)
7844,CaO,H,Ca,OH,,,1.00e+01,3.50e+03,1.70e-10 * exp(-3020.00 / Tgas)
7845,CaO,H2,Ca,H2O,,,3.00e+02,3.00e+02,3.40e-10
7846,CaO,O,Ca,O2,,,2.03e+02,3.00e+02,1.10e-09 * exp(-421.00 / Tgas)
7847,CaO,CO,Ca,CO2,,,1.00e+01,3.50e+03,1.10e-11
7848,CaOH,H,Ca,H2O,,,1.00e+01,3.50e+03,1.04e-10
7849,CaOH,H,CaO,H2,,,1.57e+03,1.80e+03,4.48e-12
7850,Fe,OH,FeO,H,,,1.00e+01,3.50e+03,2.40e-10 * exp(-3348.00 / Tgas)
7851,Fe,H2O,FeO,H2,,,1.00e+01,3.50e+03,8.80e-11 * exp(-11925.00 / Tgas)
7852,Fe,H2O,FeOH,H,,,1.00e+01,3.50e+03,1.90e-10 * exp(-18685.00 / Tgas)
7853,Fe,O2,FeO,O,,,2.00e+02,2.50e+03,1.60e-09 * (Tgas / 3.0e2)**(-0.02) * exp(-10200.00 / Tgas)
7854,Fe,CO2,FeO,CO,,,1.00e+01,3.50e+03,2.00e-09 * exp(-16670.00 / Tgas)
7855,FeO,H,Fe,OH,,,1.00e+01,4.10e+04,1.70e-10 * exp(-3020.00 / Tgas)
7856,FeO,H2,Fe,H2O,,,1.00e+01,3.50e+03,2.60e-11 * exp(-5384.00 / Tgas)
7857,FeO,O,Fe,O2,,,2.09e+02,3.81e+02,4.60e-10 * exp(-350.00 / Tgas)
7858,FeO,CO,Fe,CO2,,,1.00e+01,3.50e+03,1.20e-13 * (Tgas / 3.0e2)**(2.31) * exp(-820.00 / Tgas)
7859,FeOH,H,Fe,H2O,,,1.00e+01,3.50e+03,1.00e-10
7860,Mg,OH,MgO,H,,,1.00e+01,3.50e+03,3.40e-10 * exp(-23651.00 / Tgas)
7861,Mg,H2O,MgO,H2,,,1.00e+01,3.50e+03,5.80e-10 * exp(-29435.00 / Tgas)
7862,Mg,H2O,MgOH,H,,,1.00e+01,3.50e+03,1.10e-08 * exp(-23173.00 / Tgas)
7863,Mg,O2,MgO,O,,,1.00e+01,3.50e+03,3.00e-09 * exp(-26584.00 / Tgas)
7864,Mg,CO2,MgO,CO,,,1.00e+01,3.50e+03,3.00e-09 * exp(-33054.00 / Tgas)
7865,MgO,H,Mg,OH,,,1.00e+01,3.50e+03,1.70e-10 * exp(-3020.00 / Tgas)
7866,MgO,H2,Mg,H2O,,,1.00e+01,3.50e+03,1.20e-10 * exp(-1700.00 / Tgas)
7867,MgO,O,Mg,O2,,,3.00e+02,3.00e+02,6.20e-10
7868,MgO,CO,Mg,CO2,,,3.00e+02,3.00e+02,1.10e-11
7869,MgOH,H,Mg,H2O,,,1.00e+01,3.50e+03,1.00e-10
7870,SiH,O2,SiO2,H,,,1.00e+01,5.00e+02,1.00e-10
7871,SiH,O2,SiO,OH,,,1.00e+01,5.00e+02,1.50e-10
7872,CH,H2CO,H,CH2CO,,,3.00e+01,6.70e+02,4.76e-10 * (Tgas / 3.0e2)**(-1.26) * exp(-91.83 / Tgas)
7873,CH,H2CO,CH3,CO,,,3.00e+01,6.70e+02,9.30e-11 * (Tgas / 3.0e2)**(-1.26) * exp(-91.83 / Tgas)
7874,C,C11N,C9N,C3,,,1.00e+01,4.10e+04,1.20e-10
7875,C,C11N,C11,CN,,,1.00e+01,4.10e+04,1.20e-10
7876,N,C9H2,HC9N,H,,,1.00e+01,4.10e+04,1.00e-13
7877,CN,C10H2,H,HC11N,,,1.00e+01,4.10e+04,2.72e-10 * (Tgas / 3.0e2)**(-0.52) * exp(-19.00 / Tgas)
7878,C2H,HC9N,HC11N,H,,,1.00e+01,4.10e+04,1.06e-10
7879,C2H2,C9N,HC9N,C2H,,,1.00e+01,4.10e+04,2.19e-10
7880,C2H,C9H2,C11H2,H,,,1.00e+01,4.10e+04,1.00e-10
7881,C,C11H2,C6H,C6H,,,1.00e+01,4.10e+04,2.00e-10
7882,C,C11H,C12,H,,,1.00e+01,4.10e+04,2.00e-10
7883,C,C10H2,C11H,H,,,1.00e+01,4.10e+04,2.90e-10 * (Tgas / 3.0e2)**(-0.08)
7884,O,C11H,C10H,CO,,,1.00e+01,4.10e+04,1.70e-11
7885,N,C11H2,HC11N,H,,,1.00e+01,4.10e+04,1.00e-13
7886,CN,CH2CCH2,HCCCH2CN,H,,,1.00e+01,3.00e+02,4.00e-11
7887,CN,CH2CCH2,H2CCCHCN,H,,,1.00e+01,3.00e+02,3.60e-10
7888,CN,CH3CCH,H2CCCHCN,H,,,1.00e+01,3.00e+02,2.00e-10
7889,CN,S2,NCS,S,,,1.00e+01,3.00e+02,2.02e-11 * (Tgas / 3.0e2)**(-0.19) * exp(--31.90 / Tgas)
7890,CN,SO,NCS,O,,,1.00e+01,3.00e+02,2.02e-11 * (Tgas / 3.0e2)**(-0.19) * exp(--31.90 / Tgas)
7891,N,HCS,NCS,H,,,1.00e+01,3.00e+02,1.00e-10
7892,O,NCS,CO,NS,,,1.00e+01,3.00e+02,1.00e-10
7893,H,NCS,HS,CN,,,1.00e+01,3.00e+02,1.00e-10
7894,C,NCS,CS,CN,,,1.00e+01,3.00e+02,1.00e-10
7895,C,HCCS,CS,C2H,,,1.00e+01,3.00e+02,1.00e-10
7896,C,HCCS,C3S,H,,,1.00e+01,3.00e+02,1.00e-10
7897,C,H2CS,HCCS,H,,,1.00e+01,3.00e+02,2.00e-10
7898,C,H2CS,CH2,CS,,,1.00e+01,3.00e+02,1.00e-10
7899,OH,C3S,HCCS,CO,,,1.00e+01,3.00e+02,2.00e-10
7900,N,HCCS,HCN,CS,,,1.00e+01,3.00e+02,8.00e-11
7901,O,HCCS,HCO,CS,,,1.00e+01,3.00e+02,1.60e-10
7902,C,H2CCS,CS,C2H2,,,1.00e+01,3.00e+02,1.00e-10
7903,C,H2CCS,C3S,H2,,,1.00e+01,3.00e+02,1.00e-10
7904,S,C2H3,CS,CH3,,,1.00e+01,3.00e+02,4.00e-11
7905,S,C2H3,H2CCS,H,,,1.00e+01,3.00e+02,6.00e-11
7906,S,C4H,C4S,H,,,1.00e+01,3.00e+02,5.00e-11
7907,S,C4H,CS,C3H,,,1.00e+01,3.00e+02,5.00e-11
7908,C,H2CCCS,C4S,H2,,,1.00e+01,3.00e+02,3.00e-10
7909,C,H2CCCS,C2H2,C2S,,,1.00e+01,3.00e+02,3.00e-10
7910,CS,C2H3,H2CCCS,H,,,1.00e+01,3.00e+02,3.00e-12 * exp(-300.00 / Tgas)
7911,S,CH2CCH,H2CCCS,H,,,1.00e+01,3.00e+02,1.00e-10
7912,S,CH2CCH,H2CCC,HS,,,1.00e+01,3.00e+02,1.00e-10
7913,S,CH2CCH,C2H2,HCS,,,1.00e+01,3.00e+02,1.00e-10
7914,C2H,C3S,C5S,H,,,1.00e+01,3.00e+02,1.00e-10
7915,C2H,C3S,CS,C4H,,,1.00e+01,3.00e+02,1.00e-10
7916,S,C5H,C5S,H,,,1.00e+01,3.00e+02,3.00e-11
7917,S,C5H,C4H,CS,,,1.00e+01,3.00e+02,7.00e-11
7918,C,C5S,C5,CS,,,1.00e+01,3.00e+02,3.00e-10
7919,C4H,CS,C5S,H,,,1.00e+01,3.00e+02,2.00e-10
7920,C,CH3C8H,C10H2,H2,,,1.00e+01,3.00e+02,8.00e-10 * (Tgas / 3.0e2)**(0.17)
7921,S,CH2CN,HCSCN,H,,,1.00e+01,3.00e+02,1.00e-10
7922,CN,H2CS,HCSCN,H,,,1.00e+01,3.00e+02,1.00e-10
7923,S,CH2CCH,HCSC2H,H,,,1.00e+01,3.00e+02,1.00e-10
7924,C2H,H2CS,HCSC2H,H,,,1.00e+01,3.00e+02,1.00e-10
7925,N,CH2CN,H2CN,CN,,,1.00e+01,3.00e+02,6.00e-11 * (Tgas / 3.0e2)**(0.17)
7926,C,H2NC,C2N,H2,,,1.00e+01,3.00e+02,2.00e-10
7927,H,H2NC,HNC,H2,,,1.00e+01,3.00e+02,1.00e-10
7928,C,NH3,H2NC,H,,,1.00e+01,3.00e+02,3.35e-11 * (Tgas / 3.0e2)**(-0.51)
7929,N,H2NC,HNC,NH,,,2.00e+02,3.63e+02,1.00e-10 * exp(-200.00 / Tgas)
7930,O,H2NC,OCN,H2,,,1.00e+01,3.00e+02,1.00e-10
7931,C,CH2CHCN,CH2C3N,H,,,1.00e+01,4.10e+04,1.00e-10
7932,C2,CH3CN,CH2C3N,H,,,1.00e+01,4.10e+04,3.00e-10
7933,CN,CH2CCH,CH2C3N,H,,,1.00e+01,4.10e+04,1.00e-10
7934,CH3,C3N,CH2C3N,H,,,1.00e+01,4.10e+04,1.00e-10
7935,S,C3H2,HC3S,H,,,1.00e+01,3.00e+02,1.00e-10
7936,S,C3H2,C2H2,CS,,,1.00e+01,3.00e+02,1.00e-10
7937,S,H2CCC,HC3S,H,,,1.00e+01,3.00e+02,1.00e-10
7938,S,H2CCC,C2H2,CS,,,1.00e+01,3.00e+02,1.00e-10
7939,C,HC3S,CS,C3H,,,1.00e+01,3.00e+02,1.00e-10
7940,C,HC3S,C4S,H,,,1.00e+01,3.00e+02,5.00e-11
7941,C,H2CCS,HC3S,H,,,1.00e+01,3.00e+02,1.00e-10
7942,N,HC3S,HCN,C2S,,,1.00e+01,3.00e+02,1.00e-10
7943,O,HC3S,OH,C3S,,,1.00e+01,3.00e+02,5.00e-11
7944,O,HC3S,HCO,C2S,,,1.00e+01,3.00e+02,5.00e-11
7945,H,PH3,PH2,H2,,,2.09e+02,4.95e+02,4.52e-11 * exp(-740.00 / Tgas)
7946,OH,CH3NH2,CH2NH2,H2O,,,2.20e+01,2.20e+01,3.00e-10
7947,OH,CH3NH2,CH3NH,H2O,,,2.20e+01,2.20e+01,1.00e-10
7948,CN,CH3NH2,CH2NH2,HCN,,,3.00e+01,3.00e+02,3.45e-11 * (Tgas / 3.0e2)**(-0.50)
7949,CN,CH3NH2,CH3NH,HCN,,,3.00e+01,3.00e+02,3.00e-10
7950,CN,CH3CHO,CH3,HCOCN,,,3.00e+01,3.00e+02,6.50e-10
7951,CN,C6H6,C6H5CN,H,,,1.50e+01,2.95e+02,4.50e-10
7952,CN,C5H6,C5H5CN,H,,,1.50e+01,2.95e+02,4.50e-10
7953,C2N,CH2CHCHCH2,C5H5CN,H,,,1.00e+01,3.00e+03,4.00e-10
7954,C2H,CH2CHCCH,C6H4,H,,,1.00e+01,3.00e+03,8.00e-11
7955,C2H4,C4H,C6H4,H,,,1.00e+01,1.00e+03,1.00e-10
7956,C3H,CH3CCH,C6H4,H,,,1.00e+01,1.00e+03,1.00e-10
7957,C3H,CH2CCH2,C6H4,H,,,1.00e+01,1.00e+03,1.00e-10
7958,C3H2,CH2CCH,C6H4,H,,,1.00e+01,1.00e+03,1.00e-10
7959,CH,CH2CHCHCH2,C5H6,H,,,1.00e+01,2.00e+03,4.00e-10
7960,Ti,CO2,TiO,CO,,,3.00e+02,6.00e+02,7.01e-11 * exp(-1790.00 / Tgas)
7961,Ti,N2O,TiO,N2,,,3.00e+02,6.00e+02,1.74e-11 * exp(-1720.00 / Tgas)
7962,Ti,NO,TiO,N,,,3.00e+02,6.00e+02,3.29e-11 * exp(-435.00 / Tgas)
7963,Ti,NO2,TiO,NO,,,3.00e+02,5.00e+02,9.00e-11
7964,Ti,O2,TiO,O,,,3.00e+02,6.00e+02,1.69e-10 * exp(-1400.00 / Tgas)
7965,Ti,SO2,TiO,SO,,,3.00e+02,6.00e+02,1.69e-10 * exp(-319.00 / Tgas)
7966,TiO,OH,TiO2,H,,,2.00e+02,1.60e+03,2.24e-11 * (Tgas / 3.0e2)**(-0.39)
7967,TiO,O2,TiO2,O,,,3.00e+02,3.00e+02,5.70e-11
7968,TiO2,H,TiO,OH,,,2.00e+02,1.60e+03,5.00e-10 * exp(-15570.00 / Tgas)
7969,CH3,HNCO,CH3NCO,H,,,1.00e+01,3.00e+03,5.00e-11
7970,Cl,C2H5OH,CH3CHOH,HCl,,,1.00e+01,3.00e+03,9.80e-11
7971,Cl,C2H5OH,CH2CH2OH,HCl,,,1.00e+01,3.00e+03,1.10e-11
7972,OH,C2H5OH,CH3CHOH,H2O,,,1.00e+01,3.00e+03,1.90e-11
7973,OH,C2H5OH,CH2CH2OH,H2O,,,1.00e+01,3.00e+03,8.10e-11
7974,O,CH3CHOH,CH3,HCOOH,,,1.00e+01,1.00e+03,3.90e-10 * (Tgas / 3.0e2)**(0.18) * exp(-0.49 / Tgas)
7975,O,CH3CHOH,OH,CH3CHO,,,1.00e+01,1.00e+03,4.80e-11 * (Tgas / 3.0e2)**(0.19) * exp(-0.39 / Tgas)
7976,O,CH3CHOH,H,CH3COOH,,,1.00e+01,1.00e+03,2.20e-10 * (Tgas / 3.0e2)**(0.16) * exp(-0.59 / Tgas)
7977,O,CH2CH2OH,H,HOCH2CHO,,,1.00e+01,1.00e+03,1.10e-10 * (Tgas / 3.0e2)**(0.16) * exp(-0.55 / Tgas)
7978,O,CH2CH2OH,H2CO,CH2OH,,,1.00e+01,1.00e+03,4.60e-10 * (Tgas / 3.0e2)**(0.17) * exp(-0.51 / Tgas)
7979,O,CH3OCH3,CH3OCH2,OH,,,3.00e+02,5.00e+02,8.30e-11 * exp(-2300.00 / Tgas)
7980,H,CH3OCH3,CH3OCH2,H2,,,3.00e+02,1.50e+03,1.47e-13 * (Tgas / 3.0e2)**(4.00) * exp(-926.00 / Tgas)
7981,Cl,CH3OCH3,CH3OCH2,HCl,,,1.00e+01,3.00e+02,1.80e-10
7982,CH3,CH3OCH3,CH3OCH2,CH4,,,5.00e+02,1.35e+03,1.03e-13 * (Tgas / 3.0e2)**(3.78) * exp(-4847.00 / Tgas)
7983,OH,CH3OCH3,CH3OCH2,H2O,,,1.00e+01,3.00e+01,8.50e-11
7984,H,H2CCC,C3H2,H,,,1.00e+01,3.00e+02,2.00e-10
7985,H,C3H2,H2CCC,H,,,1.00e+01,3.00e+02,2.00e-10 * exp(-200.00 / Tgas)
7986,O,CH2CN,HCOCN,H,,,1.00e+01,3.00e+02,1.00e-10
7987,O,CH2CCH,HCCCHO,H,,,1.00e+01,3.00e+02,1.00e-10
7988,C2H,H2CO,HCCCHO,H,,,1.00e+01,3.00e+02,1.00e-10
7989,C2H,C3H2,C3HCCH,H,,,1.00e+01,3.00e+02,1.00e-10
7990,C2H,C3H,C3CCH,H,,,1.00e+01,3.00e+02,3.00e-10
7991,C,C4H2,C3CCH,H,,,1.00e+01,3.00e+02,6.50e-11
7992,C,C3CCH,C4,C2H,,,1.00e+01,3.00e+02,1.00e-10
7993,O,C3CCH,CO,C4H,,,1.00e+01,3.00e+02,1.00e-10
7994,N,C3CCH,CN,C4H,,,1.00e+01,3.00e+02,1.00e-10
7995,C3N,CH2CCH2,HC3N,CH2CCH,,,2.40e+01,3.00e+02,2.62e-10 * (Tgas / 3.0e2)**(-0.57) * exp(-50.53 / Tgas)
7996,C3N,CH2CCH2,H2CCCHC3N,H,,,2.40e+01,3.00e+02,2.62e-10 * (Tgas / 3.0e2)**(-0.57) * exp(-50.53 / Tgas)
7997,C3N,CH3CCH,CH3C5N,H,,,2.40e+01,3.00e+02,9.23e-10 * (Tgas / 3.0e2)**(-0.41) * exp(-32.42 / Tgas)
7998,C3N,CH3CCH,HC3N,CH2CCH,,,2.40e+01,3.00e+02,1.85e-09 * (Tgas / 3.0e2)**(-0.41) * exp(-32.42 / Tgas)
7999,C3N,CH3CCH,H2CCCHC3N,H,,,2.40e+01,3.00e+02,1.85e-09 * (Tgas / 3.0e2)**(-0.41) * exp(-32.42 / Tgas)
8000,CN,H2CCCHCCH,H2CCCHC3N,H,,,2.40e+01,3.00e+02,1.75e-10 * (Tgas / 3.0e2)**(-0.57) * exp(-50.53 / Tgas)
8001,C2H,CH2CHCN,H2CCHC3N,H,,,1.00e+01,3.00e+02,2.00e-10
8002,CN,CH2CHCCH,H2CCHC3N,H,,,1.00e+01,3.00e+02,2.00e-10
8003,CN,CH2CHCCH,HCCCHCHCN,H,,,1.00e+01,3.00e+02,2.00e-10
8004,C3N,C2H4,HCCCHCHCN,H,,,1.00e+01,3.00e+02,2.00e-10
8005,Na,HCl,NaCl,H,,,5.91e+02,9.66e+02,3.10e-10 * exp(-3806.00 / Tgas)
8006,NaCl,CN,NaCN,Cl,,,1.00e+01,3.00e+03,1.00e-10
8007,H2CO,CH2OH,HOCHCHOH,H,,,1.00e+01,3.00e+03,2.00e-10
8008,OH,CH2CHOH,HOCHCHOH,H,,,1.00e+01,3.00e+03,2.00e-10
8009,C2H,O2,HCO,CO,,,2.00e+02,1.50e+03,7.34e-12 * (Tgas / 3.0e2)**(-0.35)
8010,C2H,O2,CH,CO2,,,2.00e+02,1.50e+03,7.34e-12 * (Tgas / 3.0e2)**(-0.35)
8011,C2H,O2,CO,CO,H,,2.00e+02,1.50e+03,1.47e-11 * (Tgas / 3.0e2)**(-0.35)
8012,C2H,O2,HCCO,O,,,2.00e+02,1.50e+03,7.34e-12 * (Tgas / 3.0e2)**(-0.35)
8013,OH,C2H,HCCO,H,,,1.00e+01,3.00e+02,2.00e-10
8014,H,HCCO,CH2,CO,,,2.80e+02,2.00e+03,2.20e-10
8015,O,HCCO,CO,CO,H,,2.80e+02,2.50e+03,1.60e-10
8016,CH,HCN,HCCN,H,,,1.00e+01,1.00e+03,1.40e-10 * (Tgas / 3.0e2)**(-0.17)
8017,CH,HNC,HCCN,H,,,1.00e+01,1.00e+03,1.40e-10 * (Tgas / 3.0e2)**(-0.17)
8018,C,H2CN,HCCN,H,,,1.00e+01,1.00e+03,3.00e-10
8019,N,HCCN,HCN,CN,,,1.00e+01,1.00e+03,1.40e-11 * (Tgas / 3.0e2)**(0.17)
8020,N,HCCN,HNC,CN,,,1.00e+01,1.00e+03,6.00e-12 * (Tgas / 3.0e2)**(0.17)
8021,H,HCCN,C2N,H2,,,1.00e+01,1.00e+03,6.00e-12
8022,CH3,HCCN,CH2CHCN,H,,,1.00e+01,1.00e+03,3.00e-11
8023,CN,CH3CHCH2,CH2CHCN,CH3,,,2.30e+01,2.98e+02,2.14e-10 * (Tgas / 3.0e2)**(-0.09)
8024,CN,CH3CHCH2,CH3CHCHCN,H,,,2.30e+01,2.98e+02,9.18e-11 * (Tgas / 3.0e2)**(-0.09)
8025,CH,HC3N,HC4N,H,,,1.00e+01,4.10e+04,2.00e-10
